,param_kernel,mean_train_log_marginal_likelihood,mean_train_mean_squared_error,mean_test_log_marginal_likelihood,mean_test_mean_squared_error,param_alpha,params,std_train_mean_squared_error,std_test_log_marginal_likelihood,std_test_mean_squared_error,rank_test_mean_squared_error,rank_test_log_marginal_likelihood,split0_test_mean_squared_error,split1_test_mean_squared_error,split2_test_mean_squared_error,split3_test_mean_squared_error,split4_test_mean_squared_error,split5_test_mean_squared_error,split6_test_mean_squared_error,split7_test_mean_squared_error,split0_train_mean_squared_error,split1_train_mean_squared_error,split2_train_mean_squared_error,split3_train_mean_squared_error,split4_train_mean_squared_error,split5_train_mean_squared_error,split6_train_mean_squared_error,split7_train_mean_squared_error,split0_test_log_marginal_likelihood,split1_test_log_marginal_likelihood,split2_test_log_marginal_likelihood,split3_test_log_marginal_likelihood,split4_test_log_marginal_likelihood,split5_test_log_marginal_likelihood,split6_test_log_marginal_likelihood,split7_test_log_marginal_likelihood,split0_train_log_marginal_likelihood,split1_train_log_marginal_likelihood,split2_train_log_marginal_likelihood,split3_train_log_marginal_likelihood,split4_train_log_marginal_likelihood,split5_train_log_marginal_likelihood,split6_train_log_marginal_likelihood,split7_train_log_marginal_likelihood
23,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102455562085,-1.438548591931377e-05,-41.81102455562085,-0.0010697460371367437,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.330541878371997e-06,1.338945966178602,0.0014625120750133807,149,347,-0.0002968974335494705,-0.000343816050289376,-8.699943276787992e-05,-0.0011546182351032763,-0.004575774982898883,-0.0019413926343299073,-8.354435729256545e-05,-7.492517086258999e-05,-5.749249954493445e-06,-2.8905693485225635e-06,-2.2518521717428465e-05,-1.0053043224372093e-05,-6.316656080407065e-06,-2.251908775935905e-05,-2.2518223325349695e-05,-2.2518535944577787e-05,-42.303796647146086,-41.60115269619082,-43.15028967969295,-41.267198972354834,-39.63508203973298,-40.04402951514587,-43.18852838547409,-43.298118509229155,-42.303796647146086,-41.60115269619082,-43.15028967969295,-41.267198972354834,-39.63508203973298,-40.04402951514587,-43.18852838547409,-43.298118509229155
29,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.811024566705264,-1.4385276790527962e-05,-41.811024566705264,-0.0010697402071208415,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.330739549854148e-06,1.3389459677244842,0.0014624895319102957,147,348,-0.00029689283531444754,-0.00034380799532935893,-8.699906371947278e-05,-0.0011546827268233352,-0.004575701612727789,-0.0019413677832651813,-8.354593417101265e-05,-7.492370561613426e-05,-5.74866427454946e-06,-2.8902263615634168e-06,-2.251905160234101e-05,-1.0053021040245553e-05,-6.316041941015499e-06,-2.2518327629471916e-05,-2.2518049192497694e-05,-2.2518832282539135e-05,-42.303796648061265,-41.60115270401515,-43.15028967372601,-41.2671991060768,-39.63508199648727,-40.04402951190726,-43.18852837977106,-43.298118513597316,-42.303796648061265,-41.60115270401515,-43.15028967372601,-41.2671991060768,-39.63508199648727,-40.04402951190726,-43.18852837977106,-43.298118513597316
71,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.811024571088794,-1.4385475701635993e-05,-41.811024571088794,-0.001069747012104534,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.33049134973557e-06,1.3389459760767817,0.0014625139530831351,153,349,-0.0002969022364548005,-0.00034379710878560787,-8.699688923910884e-05,-0.0011546297422847652,-0.004575774982898883,-0.0019414040714285513,-8.35465888151034e-05,-7.492447692945149e-05,-5.749475145747004e-06,-2.8908090977147715e-06,-2.2518465360706943e-05,-1.005302466264527e-05,-6.316313641330764e-06,-2.2518617399924368e-05,-2.251857164042241e-05,-2.2518528664596404e-05,-42.303796650987934,-41.60115270284347,-43.150289700604894,-41.26719903440845,-39.635082019383475,-40.04402951763703,-43.18852838730951,-43.298118555535574,-42.303796650987934,-41.60115270284347,-43.150289700604894,-41.26719903440845,-39.635082019383475,-40.04402951763703,-43.18852838730951,-43.298118555535574
77,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.811024571088794,-1.4385475701635993e-05,-41.811024571088794,-0.001069747012104534,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.33049134973557e-06,1.3389459760767817,0.0014625139530831351,153,349,-0.0002969022364548005,-0.00034379710878560787,-8.699688923910884e-05,-0.0011546297422847652,-0.004575774982898883,-0.0019414040714285513,-8.35465888151034e-05,-7.492447692945149e-05,-5.749475145747004e-06,-2.8908090977147715e-06,-2.2518465360706943e-05,-1.005302466264527e-05,-6.316313641330764e-06,-2.2518617399924368e-05,-2.251857164042241e-05,-2.2518528664596404e-05,-42.303796650987934,-41.60115270284347,-43.150289700604894,-41.26719903440845,-39.635082019383475,-40.04402951763703,-43.18852838730951,-43.298118555535574,-42.303796650987934,-41.60115270284347,-43.150289700604894,-41.26719903440845,-39.635082019383475,-40.04402951763703,-43.18852838730951,-43.298118555535574
83,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.811024571088794,-1.4385475701635993e-05,-41.811024571088794,-0.001069747012104534,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.33049134973557e-06,1.3389459760767817,0.0014625139530831351,153,349,-0.0002969022364548005,-0.00034379710878560787,-8.699688923910884e-05,-0.0011546297422847652,-0.004575774982898883,-0.0019414040714285513,-8.35465888151034e-05,-7.492447692945149e-05,-5.749475145747004e-06,-2.8908090977147715e-06,-2.2518465360706943e-05,-1.005302466264527e-05,-6.316313641330764e-06,-2.2518617399924368e-05,-2.251857164042241e-05,-2.2518528664596404e-05,-42.303796650987934,-41.60115270284347,-43.150289700604894,-41.26719903440845,-39.635082019383475,-40.04402951763703,-43.18852838730951,-43.298118555535574,-42.303796650987934,-41.60115270284347,-43.150289700604894,-41.26719903440845,-39.635082019383475,-40.04402951763703,-43.18852838730951,-43.298118555535574
89,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.8110245739107,-1.4385450210288975e-05,-41.8110245739107,-0.0010697530763224261,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.330500730621207e-06,1.3389459579877692,0.0014625166029996653,158,352,-0.0002968974335494705,-0.000343816050289376,-8.699943276787992e-05,-0.0011546619880506478,-0.004575793139740745,-0.0019413819295165018,-8.354644743483983e-05,-7.49281892299487e-05,-5.749249954493445e-06,-2.8905693485225635e-06,-2.2518521717428465e-05,-1.0053234037242914e-05,-6.316535115607654e-06,-2.2518666674246322e-05,-2.2518343435998753e-05,-2.2518481398771673e-05,-42.303796647146086,-41.60115269619082,-43.15028967969295,-41.26719908929916,-39.63508202828825,-40.04402954883183,-43.188528386635326,-43.29811851520114,-42.303796647146086,-41.60115269619082,-43.15028967969295,-41.26719908929916,-39.63508202828825,-40.04402954883183,-43.188528386635326,-43.29811851520114
155,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102457667774,-1.4385444745329305e-05,-41.81102457667774,-0.0010697511291143799,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.330585511535149e-06,1.3389459602430367,0.001462517077016272,157,353,-0.0002969033860153326,-0.00034380113606666436,-8.699699178654996e-05,-0.0011546619880506478,-0.004575793139740745,-0.0019413780558263745,-8.354614619877546e-05,-7.49281892299487e-05,-5.748790615726746e-06,-2.890655820997982e-06,-2.251891260781674e-05,-1.0053234037242914e-05,-6.316535115607654e-06,-2.25187629431302e-05,-2.251818542334053e-05,-2.2518481398771673e-05,-42.30379664806118,-41.60115269678616,-43.1502897037082,-41.26719908929916,-39.63508202828825,-40.044029549996566,-43.188528382081266,-43.29811851520114,-42.30379664806118,-41.60115269678616,-43.1502897037082,-41.26719908929916,-39.63508202828825,-40.044029549996566,-43.188528382081266,-43.29811851520114
95,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102457704825,-1.4385216483353716e-05,-41.81102457704825,-0.0010697452956090956,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.33073696644269e-06,1.3389459754172743,0.0014625074102997552,148,354,-0.00029689283531444754,-0.00034380799532935893,-8.69992995054065e-05,-0.0011546309435314151,-0.004575756826113865,-0.001941398352868127,-8.354843720506076e-05,-7.492767500508335e-05,-5.74866427454946e-06,-2.8902263615634168e-06,-2.251861366008919e-05,-1.0052536929471516e-05,-6.316182843721829e-06,-2.2518786743104268e-05,-2.2518809551606978e-05,-2.2517911502723067e-05,-42.303796648061265,-41.60115270401515,-43.150289728137224,-41.26719905272966,-39.635081991090104,-40.04402956103524,-43.188528387522815,-43.298118543794565,-42.303796648061265,-41.60115270401515,-43.150289728137224,-41.26719905272966,-39.635081991090104,-40.04402956103524,-43.188528387522815,-43.298118543794565
161,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.811024587813975,-1.4385235423180782e-05,-41.811024587813975,-0.0010697486255155351,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.330738512058195e-06,1.3389459669055412,0.0014625117766067194,156,355,-0.00029689283531444754,-0.0003438027724682194,-8.69995457736205e-05,-0.00115468045061132,-0.004575774982898883,-0.0019413682674742268,-8.35445878393862e-05,-7.492556174417841e-05,-5.74866427454946e-06,-2.8902430928445693e-06,-2.251823228180471e-05,-1.0052753316082868e-05,-6.3160657903336465e-06,-2.2518245091675206e-05,-2.2518597831140166e-05,-2.251908170701563e-05,-42.303796648061265,-41.601152707710675,-43.150289721244,-41.26719920013183,-39.63508198739878,-40.04402953805038,-43.188528414470724,-43.298118485444114,-42.303796648061265,-41.601152707710675,-43.150289721244,-41.26719920013183,-39.63508198739878,-40.04402953805038,-43.188528414470724,-43.298118485444114
179,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102557301517,-1.438088739570863e-05,-41.81102557301517,-0.0010699121222926124,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.334833085603163e-06,1.3389473653022426,0.0014628816925078777,159,356,-0.00029694026418645633,-0.0003438184412328263,-8.699868421276619e-05,-0.0011546448533944977,-0.004577010707310001,-0.0019414170533600247,-8.354249771487538e-05,-7.492447692945149e-05,-5.735826460672699e-06,-2.890216886125415e-06,-2.251858541145508e-05,-1.0053153758236613e-05,-6.294783865088431e-06,-2.2518044864239897e-05,-2.2518051277642943e-05,-2.251843664220797e-05,-42.303796610486415,-41.60115270280403,-43.150289685154675,-41.26719900192073,-39.63508111780631,-40.04402965514851,-43.18852841060044,-43.29812740020023,-42.303796610486415,-41.60115270280403,-43.150289685154675,-41.26719900192073,-39.63508111780631,-40.04402965514851,-43.18852841060044,-43.29812740020023
185,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102557301517,-1.438088739570863e-05,-41.81102557301517,-0.0010699121222926124,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.334833085603163e-06,1.3389473653022426,0.0014628816925078777,159,356,-0.00029694026418645633,-0.0003438184412328263,-8.699868421276619e-05,-0.0011546448533944977,-0.004577010707310001,-0.0019414170533600247,-8.354249771487538e-05,-7.492447692945149e-05,-5.735826460672699e-06,-2.890216886125415e-06,-2.251858541145508e-05,-1.0053153758236613e-05,-6.294783865088431e-06,-2.2518044864239897e-05,-2.2518051277642943e-05,-2.251843664220797e-05,-42.303796610486415,-41.60115270280403,-43.150289685154675,-41.26719900192073,-39.63508111780631,-40.04402965514851,-43.18852841060044,-43.29812740020023,-42.303796610486415,-41.60115270280403,-43.150289685154675,-41.26719900192073,-39.63508111780631,-40.04402965514851,-43.18852841060044,-43.29812740020023
191,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102557301517,-1.438088739570863e-05,-41.81102557301517,-0.0010699121222926124,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.334833085603163e-06,1.3389473653022426,0.0014628816925078777,159,356,-0.00029694026418645633,-0.0003438184412328263,-8.699868421276619e-05,-0.0011546448533944977,-0.004577010707310001,-0.0019414170533600247,-8.354249771487538e-05,-7.492447692945149e-05,-5.735826460672699e-06,-2.890216886125415e-06,-2.251858541145508e-05,-1.0053153758236613e-05,-6.294783865088431e-06,-2.2518044864239897e-05,-2.2518051277642943e-05,-2.251843664220797e-05,-42.303796610486415,-41.60115270280403,-43.150289685154675,-41.26719900192073,-39.63508111780631,-40.04402965514851,-43.18852841060044,-43.29812740020023,-42.303796610486415,-41.60115270280403,-43.150289685154675,-41.26719900192073,-39.63508111780631,-40.04402965514851,-43.18852841060044,-43.29812740020023
197,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102557301517,-1.438088739570863e-05,-41.81102557301517,-0.0010699121222926124,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.334833085603163e-06,1.3389473653022426,0.0014628816925078777,159,356,-0.00029694026418645633,-0.0003438184412328263,-8.699868421276619e-05,-0.0011546448533944977,-0.004577010707310001,-0.0019414170533600247,-8.354249771487538e-05,-7.492447692945149e-05,-5.735826460672699e-06,-2.890216886125415e-06,-2.251858541145508e-05,-1.0053153758236613e-05,-6.294783865088431e-06,-2.2518044864239897e-05,-2.2518051277642943e-05,-2.251843664220797e-05,-42.303796610486415,-41.60115270280403,-43.150289685154675,-41.26719900192073,-39.63508111780631,-40.04402965514851,-43.18852841060044,-43.29812740020023,-42.303796610486415,-41.60115270280403,-43.150289685154675,-41.26719900192073,-39.63508111780631,-40.04402965514851,-43.18852841060044,-43.29812740020023
167,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102617785339,-1.436593129302095e-05,-41.81102617785339,-0.0010703133573726122,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.351565688816345e-06,1.3389460403197753,0.0014633112287138256,164,360,-0.00029704213823598014,-0.0003437251919871522,-8.699843794366402e-05,-0.0011564827977936655,-0.004578411597433478,-0.0019413797965716186,-8.354053775180924e-05,-7.492636126353048e-05,-5.701964381013923e-06,-2.842563936510043e-06,-2.251936472045979e-05,-1.0038614395432343e-05,-6.269859073878702e-06,-2.2518235643928507e-05,-2.2518684469750054e-05,-2.251816372319424e-05,-42.303796511684666,-41.601153095526435,-43.15029198223899,-41.26720776435735,-39.63508009115018,-40.04403160475476,-43.18852933375781,-43.29811903935693,-42.303796511684666,-41.601153095526435,-43.15029198223899,-41.26720776435735,-39.63508009115018,-40.04403160475476,-43.18852933375781,-43.29811903935693
35,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.811026178850696,-1.4366056431359275e-05,-41.811026178850696,-0.0010703057477389683,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.351640150001428e-06,1.3389460454561666,0.0014633073758227688,163,361,-0.00029704213823598014,-0.0003437275828453374,-8.699696110438026e-05,-0.0011564262790524874,-0.004578402897661908,-0.0019413765511278299,-8.354503043883876e-05,-7.492854144498451e-05,-5.701964381013923e-06,-2.842554005110314e-06,-2.251889152945845e-05,-1.0038725364249324e-05,-6.269981973145842e-06,-2.2518685555370986e-05,-2.251916727271576e-05,-2.2518481369809583e-05,-42.303796511684666,-41.601153096540855,-43.15029206581856,-41.26720765697772,-39.63508009461678,-40.044031650908174,-43.188529315162214,-43.29811903909662,-42.303796511684666,-41.601153096540855,-43.15029206581856,-41.26720765697772,-39.63508009461678,-40.044031650908174,-43.188529315162214,-43.29811903909662
101,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.811026218903905,-1.4365820506448804e-05,-41.811026218903905,-0.0010703156551607118,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.35155877984525e-06,1.3389460449983623,0.001463313728975916,165,362,-0.00029704213823598014,-0.0003437304138997171,-8.699899185508954e-05,-0.0011564803888024524,-0.004578421057630157,-0.0019413830940503997,-8.354093938746056e-05,-7.492821742443723e-05,-5.701964381013923e-06,-2.8423966247821834e-06,-2.2518404300185978e-05,-1.0038425008933359e-05,-6.269790830414728e-06,-2.251828051924181e-05,-2.2518681995822314e-05,-2.2518620391196142e-05,-42.303796511684666,-41.601153093399944,-43.150292089815885,-41.26720787324247,-39.63508009840933,-40.04403165823841,-43.18852937200165,-43.29811905443886,-42.303796511684666,-41.601153093399944,-43.150292089815885,-41.26720787324247,-39.63508009840933,-40.04403165823841,-43.18852937200165,-43.29811905443886
221,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-42.017461120626194,-1.4385614696699322e-05,-42.017461120626194,-0.0010690484792262036,0.0001,"{'alpha': 0.0001, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.330638042693654e-06,1.3015283935586182,0.0014614277533901692,137,363,-0.0002968881859744644,-0.0003437788145720499,-8.700201748774632e-05,-0.001152649413802734,-0.004572192530140546,-0.001941404359598173,-8.354643627552884e-05,-7.492607595838564e-05,-5.748955698498608e-06,-2.890660587649092e-06,-2.2518804416667673e-05,-1.0053316269806534e-05,-6.316761651855924e-06,-2.251940809825142e-05,-2.2517997230180426e-05,-2.2519013620684905e-05,-42.675678834736445,-42.478853430916544,-43.15028963166375,-41.3549516608268,-39.94923907124195,-40.044029487270194,-43.18852835421337,-43.298118494140496,-42.675678834736445,-42.478853430916544,-43.15028963166375,-41.3549516608268,-39.94923907124195,-40.044029487270194,-43.18852835421337,-43.298118494140496
203,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-42.01746132566551,-1.4385593013851353e-05,-42.01746132566551,-0.0010690354237648146,0.0001,"{'alpha': 0.0001, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.33067276563933e-06,1.301527637638167,0.001461408787765233,133,364,-0.0002968887607462927,-0.0003437781066409223,-8.700020224492164e-05,-0.0011526178597269245,-0.00457213298807128,-0.0019413916658825065,-8.354587468904166e-05,-7.492793211662786e-05,-5.749170299227008e-06,-2.89067659928974e-06,-2.251853579528593e-05,-1.0053037064326113e-05,-6.3165050209348216e-06,-2.251901721156039e-05,-2.2519028703720023e-05,-2.25187734164668e-05,-42.67567635183285,-42.47885139234525,-43.150289620769925,-41.35495705983869,-39.949239874335866,-40.044029490566345,-43.18852832994759,-43.29811848568752,-42.67567635183285,-42.47885139234525,-43.150289620769925,-41.35495705983869,-39.949239874335866,-40.044029490566345,-43.18852832994759,-43.29811848568752
209,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-42.01746132566551,-1.4385593013851353e-05,-42.01746132566551,-0.0010690354237648146,0.0001,"{'alpha': 0.0001, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.33067276563933e-06,1.301527637638167,0.001461408787765233,133,364,-0.0002968887607462927,-0.0003437781066409223,-8.700020224492164e-05,-0.0011526178597269245,-0.00457213298807128,-0.0019413916658825065,-8.354587468904166e-05,-7.492793211662786e-05,-5.749170299227008e-06,-2.89067659928974e-06,-2.251853579528593e-05,-1.0053037064326113e-05,-6.3165050209348216e-06,-2.251901721156039e-05,-2.2519028703720023e-05,-2.25187734164668e-05,-42.67567635183285,-42.47885139234525,-43.150289620769925,-41.35495705983869,-39.949239874335866,-40.044029490566345,-43.18852832994759,-43.29811848568752,-42.67567635183285,-42.47885139234525,-43.150289620769925,-41.35495705983869,-39.949239874335866,-40.044029490566345,-43.18852832994759,-43.29811848568752
